Track Name,Artist,Album,Release Date,Popularity,Streams,Rank,Platform,Source,Updated At
Heat Waves,Glass Animals,Dreamland,2020-08-07,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
No Lie,Sean Paul,Mad Love The Prequel,2018-06-29,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Made You Look,Meghan Trainor,Takin' It Back,2022-10-21,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Dandelions,Ruth B.,Safe Haven,2017-05-05,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Blank Space,Taylor Swift,1989 (Deluxe),2014-01-01,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
7 rings,Ariana Grande,"thank u, next",2019-02-08,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Justice,2021-03-19,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Wolves,Selena Gomez,Wolves,2017-10-25,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Demons,Imagine Dragons,Night Visions,2012-09-04,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Counting Stars,OneRepublic,Native,2013-01-01,87,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Unstoppable,Sia,This Is Acting,2016-01-29,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Scars To Your Beautiful,Alessia Cara,Know-It-All (Deluxe),2016-03-11,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Moonlight,XXXTENTACION,?,2018-03-16,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004-07-13,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Manike (From ""Thank God"")",Yohani,"Manike (From ""Thank God"")",2022-09-16,63,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Desperado,Raghav,Desperado,2023-04-12,22,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Jehda Nasha (From ""An Action Hero"")",Tanishk Bagchi,"Jehda Nasha (From ""An Action Hero"")",2022-11-17,57,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Munda Sona Hoon Main (From ""Shehzada"")",Pritam,"Munda Sona Hoon Main (From ""Shehzada"")",2023-01-16,51,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",Pritam,"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",2022-05-02,62,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")",2021-07-30,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Ranjha,Jasleen Royal,Shershaah (Original Motion Picture Soundtrack),2021-08-16,54,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Rangisari (From ""Jugjugg Jeeyo"")",Kanishk Seth,"Rangisari (From ""Jugjugg Jeeyo"")",2022-06-06,60,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Rasiya (From ""Brahmastra"")",Pritam,"Rasiya (From ""Brahmastra"")",2022-09-24,59,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Deva Deva (From ""Brahmastra"")",Pritam,"Deva Deva (From ""Brahmastra"")",2022-08-08,68,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Naacho Naacho (From ""RRR"")",Vishal Mishra,"Naacho Naacho (From ""RRR"")",2021-11-10,56,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Jugnu,Badshah,Jugnu,2021-10-26,66,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,"Srivalli (From ""Pushpa The Rise Part - 01"")",2021-12-14,57,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"The Punjaabban Song (From ""Jugjugg Jeeyo"")",Tanishk Bagchi,"The Punjaabban Song (From ""Jugjugg Jeeyo"")",2022-05-28,52,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",Pritam,"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",2022-05-09,63,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Paani Paani,Badshah,Paani Paani,2021-06-09,60,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Aafat (From ""Liger"")",Tanishk Bagchi,"Aafat (From ""Liger"")",2022-08-06,43,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Shayad (From ""Love Aaj Kal"")",Pritam,"Shayad (From ""Love Aaj Kal"")",2020-01-22,63,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Bewafa,Imran Khan,Bewafa,2009-07-27,2,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"De Taali (From ""Bhool Bhulaiyaa 2"")",Pritam,"De Taali (From ""Bhool Bhulaiyaa 2"")",2022-05-14,45,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Maan Meri Jaan (Afterlife),King,Maan Meri Jaan (Afterlife),2023-03-10,54,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
In Da Getto,J Balvin,In Da Getto,2021-07-02,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
The Good Part,AJR,The Click,2017-06-30,60,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
abcdefu,GAYLE,abcdefu,2021-08-13,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Infinity,Jaymes Young,Feel Something,2017-06-23,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Dont Be Shy Girl Go Bananza,BellyDancer,Dont Be Shy Girl Go Bananza,2021-12-09,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,My House,2015-04-07,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Love Is Gone - Acoustic,SLANDER,Love Is Gone (Acoustic),2019-11-13,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Levitating,Dua Lipa,Future Nostalgia,2020-03-27,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Pacify Her,Melanie Martinez,Cry Baby (Deluxe Edition),2015-08-14,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Exil,Hiboky,Exil,2018-12-07,47,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Dame,Freebot,Dame,2022-02-04,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Tus Besos,Freebot,Tus Besos,2022-05-13,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),2018-04-06,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
BILLIE EILISH.,Armani White,BILLIE EILISH.,2022-05-19,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Bezos I,Bo Burnham,INSIDE,2021-06-10,63,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Until I Found You,Stephen Sanchez,Until I Found You,2021-09-01,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),2022-10-28,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Hurts So Good,Astrid S,Leave It Beautiful (Complete),2021-03-05,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Lavender Haze,Taylor Swift,Midnights,2022-10-21,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Midnight Rain,Taylor Swift,Midnights,2022-10-21,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Habibi - Albanian Remix,Ricky Rich,Habibi (Albanian Remix),2021-11-19,69,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights,2022-10-21,68,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Ghodey Pe Sawaar (From ""Qala"")",Amit Trivedi,"Ghodey Pe Sawaar (From ""Qala"")",2022-11-16,62,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Piya Re,Darshan Raval,Piya Re,2023-02-09,50,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Tujhe Kitna Chahne Lage,Arijit Singh,Kabir Singh,2019-06-14,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")",2019-06-13,73,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Hawayein (From ""Jab Harry Met Sejal"")",Pritam,"Hawayein (From ""Jab Harry Met Sejal"")",2017-07-26,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Shayad,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Summer High,AP Dhillon,Two Hearts Never Break The Same,2022-10-07,43,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Jawan Title Track,Anirudh Ravichander,Jawan,2023-09-05,53,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,2023-02-24,17,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Rockin’,The Weeknd,Starboy,2016-11-25,63,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Party Monster,The Weeknd,Starboy,2016-11-25,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
False Alarm,The Weeknd,Starboy,2016-11-25,64,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
vampire,Olivia Rodrigo,GUTS,2023-09-08,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
BALLIN',PSYCHEDELIC,BALLIN',2024-01-03,27,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Dreamer,Alan Walker,Dreamer,2023-04-07,58,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Night Changes,One Direction,FOUR (Deluxe),2014-11-17,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",2023-03-04,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Ghodey Pe Sawaar,Amit Trivedi,Qala (Music From The Netflix Film),2022-11-23,44,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi,"Bolna (From ""Kapoor & Sons (Since 1921)"")",2016-03-04,67,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Gehraiyaan Title Track (From ""Gehraiyaan"")",OAFF,"Gehraiyaan Title Track (From ""Gehraiyaan"")",2022-02-01,41,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Beqaaboo,OAFF,Gehraiyaan (Original Motion Picture Soundtrack),2022-02-07,45,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,"Leke Prabhu Ka Naam (From ""Tiger 3"")",2023-10-23,53,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")",Harshavardhan Rameshwar,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")",2023-12-06,59,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Heer Aasmani (From ""Fighter"")",B Praak,"Heer Aasmani (From ""Fighter"")",2024-01-08,60,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Saari Duniya Jalaa Denge (Extended Film Version) [From ""ANIMAL""]",Jaani,"Saari Duniya Jalaa Denge (Extended Film Version) [From ""ANIMAL""]",2023-12-22,46,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Arjan Vailly (From ""ANIMAL"")",Manan Bhardwaj,"Arjan Vailly (From ""ANIMAL"")",2023-11-18,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Main Nikla Gaddi Leke,Mithoon,Gadar 2 (Original Motion Picture Soundtrack),2023-08-05,49,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Choli Ke Peeche (From ""Crew"")",Diljit Dosanjh,Crew (Original Motion Picture Soundtrack),2024-03-28,47,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Sona Kitna Sona Hai,IP Singh,Crew (Original Motion Picture Soundtrack),2024-03-28,48,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Lover,Taylor Swift,Lover,2019-08-23,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Cruel Summer,Taylor Swift,Lover,2019-08-23,89,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Video Games,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind (Special Edition),2015-11-05,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Attention,Charlie Puth,Voicenotes,2018-05-11,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Snowman,Sia,Everyday Is Christmas (Deluxe Edition),2018-11-01,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Džanum,Teya Dora,Džanum,2023-03-22,0,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Tadow,Masego,Lady Lady,2018-09-07,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
SLAY!,Eternxlkz,SLAY!,2024-03-15,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Way down We Go,KALEO,A/B,2016-06-10,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
It's Beginning to Look a Lot like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),2011-10-24,60,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Santa Tell Me,Ariana Grande,Santa Tell Me,2014-11-24,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Snowman,Sia,100 Greatest Christmas Songs Ever,2022-09-30,42,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,100 Greatest Christmas Songs Ever,2022-09-30,40,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Santa, Can’t You Hear Me",Kelly Clarkson,100 Greatest Christmas Songs Ever,2022-09-30,39,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Jingle Bell Rock,Blake Shelton,100 Greatest Christmas Songs Ever,2022-09-30,34,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,2018-08-02,65,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Type Shit,Future,WE DON'T TRUST YOU,2024-03-22,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Sahiba,Jasleen Royal,Sahiba,2024-11-15,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Mere Mehboob (From ""Vicky Vidya Ka Woh Wala Video"")",Sachin-Jigar,"Mere Mehboob (From ""Vicky Vidya Ka Woh Wala Video"")",2024-09-23,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Khoobsurat (From ""Stree 2"")",Sachin-Jigar,"Khoobsurat (From ""Stree 2"")",2024-08-09,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Suniyan Suniyan,Juss,Suniyan Suniyan,2024-04-12,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Aayi Nai (From ""Stree 2"")",Sachin-Jigar,"Aayi Nai (From ""Stree 2"")",2024-08-01,73,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",Mohammad Faiz,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",2024-05-14,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Soni Soni (From ""Ishq Vishk Rebound"")",Darshan Raval,"Soni Soni (From ""Ishq Vishk Rebound"")",2024-05-24,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-18,68,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Dil Jhoom (From ""Crakk - Jeetegaa Toh Jiyegaa"")",Tanishk Bagchi,"Dil Jhoom (From ""Crakk - Jeetegaa Toh Jiyegaa"")",2024-01-15,56,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-06-28,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",2024-05-29,71,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Radio,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Phoolon Ka Taaro Ka,Vedang Raina,Jigra,2024-10-15,43,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Jigra Title Track,Vedang Raina,Jigra,2024-10-15,45,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
I Can't Fucking Sing,The Weeknd,Hurry Up Tomorrow,2025-01-31,27,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Until We're Skin & Bones,The Weeknd,Hurry Up Tomorrow,2025-01-31,32,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Baptized In Fear,The Weeknd,Hurry Up Tomorrow,2025-01-31,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Opening Night,The Weeknd,Hurry Up Tomorrow,2025-01-31,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Reflections Laughing (feat. Travis Scott, Florence + The Machine)",The Weeknd,Hurry Up Tomorrow,2025-01-31,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Enjoy The Show (feat. Future),The Weeknd,Hurry Up Tomorrow,2025-01-31,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Given Up On Me,The Weeknd,Hurry Up Tomorrow,2025-01-31,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
I Can't Wait To Get There,The Weeknd,Hurry Up Tomorrow,2025-01-31,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Timeless (feat Playboi Carti),The Weeknd,Hurry Up Tomorrow,2025-01-31,92,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Niagara Falls,The Weeknd,Hurry Up Tomorrow,2025-01-31,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Take Me Back To LA,The Weeknd,Hurry Up Tomorrow,2025-01-31,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Big Sleep (feat. Giorgio Moroder),The Weeknd,Hurry Up Tomorrow,2025-01-31,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Give Me Mercy,The Weeknd,Hurry Up Tomorrow,2025-01-31,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Drive,The Weeknd,Hurry Up Tomorrow,2025-01-31,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
The Abyss (feat. Lana Del Rey),The Weeknd,Hurry Up Tomorrow,2025-01-31,81,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Red Terror,The Weeknd,Hurry Up Tomorrow,2025-01-31,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Without a Warning,The Weeknd,Hurry Up Tomorrow,2025-01-31,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
No Idea,Don Toliver,Heaven Or Hell,2020-03-13,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Lemonade (feat. NAV),Internet Money,B4 The Storm,2020-08-28,76,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Come and Get Your Love - Single Version,Redbone,Come and Get Your Love,1973-11-01,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Do I Wanna Know?,Arctic Monkeys,AM,2013-09-09,87,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Aadat Se Majboor,Salim–Sulaiman,Ladies vs Ricky Bahl,2011-11-09,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Iktara,Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],2009,65,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Ilahi,Pritam,Yeh Jawaani Hai Deewani,2013-03-30,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Jhak Maar Ke,Pritam,Desi Boyz,2011-10-21,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Subha Hone Na De,Pritam,Desi Boyz,2011-10-21,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
"Ishq Mein - From ""Nadaaniyan""",Sachin-Jigar,Nadaaniyan (Original Motion Picture Soundtrack),2025-03-03,57,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Nadaaniyan (Title Song),Sachin-Jigar,Nadaaniyan (Original Motion Picture Soundtrack),2025-03-03,53,N/A,N/A,Spotify,Spotify,2025-03-24 17:34:44
Anxiety,Doechii,Anxiety,2025-03-05,91,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Run It Up,Hanumankind,Run It Up,2025-03-06,75,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Cry For Me,The Weeknd,Hurry Up Tomorrow,2025-01-31,89,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
DtMF,Bad Bunny,DeBÍ TiRAR MáS FOToS,2025-01-05,97,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Messy,Lola Young,Messy,2024-05-30,91,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
blue,yung kai,blue,2024-08-02,91,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
APT.,ROSÉ,APT.,2024-10-18,95,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,98,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Tell Me,Karan Aujla,Tell Me,2025-02-27,74,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,96,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
luther (with sza),Kendrick Lamar,GNX,2024-11-21,94,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,79,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Espresso,Sabrina Carpenter,Espresso,2024-04-12,88,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-06,85,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Who,Jimin,MUSE,2024-07-19,89,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Breathe,Olly Alexander (Years & Years),Take Shelter,2014-01-01,78,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,94,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Dancing In The Flames,The Weeknd,Dancing In The Flames,2024-09-13,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
It's ok I'm ok,Tate McRae,It's ok I'm ok,2024-09-12,80,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Big Dawgs,Hanumankind,Big Dawgs,2024-07-09,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Days Before Rodeo: The Prayer,Travis Scott,DAYS BEFORE RODEO,2014-08-18,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Guess featuring billie eilish,Charli xcx,Guess featuring Billie Eilish,2024-08-01,56,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Why Why Why,Shawn Mendes,Shawn,2024-08-08,70,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
LIFETIMES,Katy Perry,LIFETIMES,2024-08-08,61,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Houdini,Eminem,The Death of Slim Shady (Coup De Grâce),2024-07-12,77,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
360,Charli xcx,BRAT,2024-06-07,82,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Slow It Down,Benson Boone,Fireworks & Rollerblades,2024-04-05,87,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Not Like Us,Kendrick Lamar,Not Like Us,2024-05-04,96,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
i like the way you kiss me,Artemas,i like the way you kiss me,2024-03-19,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,84,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,83,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Illusion,Dua Lipa,Illusion,2024-04-11,24,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,87,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
MILLION DOLLAR BABY,Tommy Richman,MILLION DOLLAR BABY,2024-04-26,17,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
Too Sweet,Hozier,Unreal Unearth: Unheard,2024-03-22,27,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
LUNCH,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,86,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
OKLOSER,Doja Cat,Scarlet 2 CLAUDE,2024-04-05,59,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
End of Beginning,Djo,DECIDE,2022-09-16,89,N/A,N/A,Spotify,Spotify,2025-03-24 17:35:05
