Track Name,Artist,Album,Release Date,Popularity,Streams,Rank,Platform,Source,Updated At
Dont Be Shy Girl Go Bananza,Bellydancer,Dont Be Shy Girl Go Bananza,2021-12-09,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Gdfr (Feat. Sage The Gemini & Lookas),Flo Rida,My House,2015-04-07,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Love Is Gone - Acoustic,Slander,Love Is Gone (Acoustic),2019-11-13,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Levitating,Dua Lipa,Future Nostalgia,2020-03-27,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Pacify Her,Melanie Martinez,Cry Baby (Deluxe Edition),2015-08-14,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Exil,Hiboky,Exil,2018-12-07,47,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Dame,Freebot,Dame,2022-02-04,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Tus Besos,Freebot,Tus Besos,2022-05-13,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
One Kiss (With Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),2018-04-06,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Bezos I,Bo Burnham,INSIDE,2021-06-10,63,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Lift Me Up - From Black Panther: Wakanda Forever - Music From And Inspired By,Rihanna,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),2022-10-28,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Hurts So Good,Astrid S,Leave It Beautiful (Complete),2021-03-05,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
I Ain'T Worried,Onerepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Lavender Haze,Taylor Swift,Midnights,2022-10-21,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Midnight Rain,Taylor Swift,Midnights,2022-10-21,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Snow On The Beach (Feat. Lana Del Rey),Taylor Swift,Midnights,2022-10-21,68,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Ghodey Pe Sawaar (From ""Qala"")",Amit Trivedi,"Ghodey Pe Sawaar (From ""Qala"")",2022-11-16,62,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Piya Re,Darshan Raval,Piya Re,2023-02-09,50,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Tujhe Kitna Chahne Lage,Arijit Singh,Kabir Singh,2019-06-14,64,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")",2019-06-13,73,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Hawayein (From ""Jab Harry Met Sejal"")",Pritam,"Hawayein (From ""Jab Harry Met Sejal"")",2017-07-26,64,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Shayad,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Summer High,Ap Dhillon,Two Hearts Never Break The Same,2022-10-07,43,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Jawan Title Track,Anirudh Ravichander,Jawan,2023-09-05,53,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Rockin’,The Weeknd,Starboy,2016-11-25,63,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Party Monster,The Weeknd,Starboy,2016-11-25,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
False Alarm,The Weeknd,Starboy,2016-11-25,64,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Ballin',Psychedelic,BALLIN',2024-01-03,27,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Dreamer,Alan Walker,Dreamer,2023-04-07,58,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Night Changes,One Direction,FOUR (Deluxe),2014-11-17,88,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",2023-03-04,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Ghodey Pe Sawaar,Amit Trivedi,Qala (Music From The Netflix Film),2022-11-23,44,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi,"Bolna (From ""Kapoor & Sons (Since 1921)"")",2016-03-04,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Gehraiyaan Title Track (From ""Gehraiyaan"")",Oaff,"Gehraiyaan Title Track (From ""Gehraiyaan"")",2022-02-01,41,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Beqaaboo,Oaff,Gehraiyaan (Original Motion Picture Soundtrack),2022-02-07,45,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,"Leke Prabhu Ka Naam (From ""Tiger 3"")",2023-10-23,53,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Abrar’S Entry | Jamal Kudu (From ""Animal"")",Harshavardhan Rameshwar,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")",2023-12-06,59,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Heer Aasmani (From ""Fighter"")",B Praak,"Heer Aasmani (From ""Fighter"")",2024-01-08,60,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Saari Duniya Jalaa Denge (Extended Film Version) [From ""Animal""]",Jaani,"Saari Duniya Jalaa Denge (Extended Film Version) [From ""ANIMAL""]",2023-12-22,46,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Arjan Vailly (From ""Animal"")",Manan Bhardwaj,"Arjan Vailly (From ""ANIMAL"")",2023-11-18,61,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Main Nikla Gaddi Leke,Mithoon,Gadar 2 (Original Motion Picture Soundtrack),2023-08-05,49,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Choli Ke Peeche (From ""Crew"")",Diljit Dosanjh,Crew (Original Motion Picture Soundtrack),2024-03-28,47,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Sona Kitna Sona Hai,Ip Singh,Crew (Original Motion Picture Soundtrack),2024-03-28,48,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Lover,Taylor Swift,Lover,2019-08-23,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Is It Over Now? (Taylor'S Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Video Games,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
We Don'T Talk Anymore (Feat. Selena Gomez),Charlie Puth,Nine Track Mind (Special Edition),2015-11-05,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
It'S Beginning To Look A Lot Like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),2011-10-24,60,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Santa Tell Me,Ariana Grande,Santa Tell Me,2014-11-24,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Rockin' Around The Christmas Tree - Re-Recorded Version,Brenda Lee,100 Greatest Christmas Songs Ever,2022-09-30,40,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Santa, Can’T You Hear Me",Kelly Clarkson,100 Greatest Christmas Songs Ever,2022-09-30,39,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Jingle Bell Rock,Blake Shelton,100 Greatest Christmas Songs Ever,2022-09-30,34,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Butterfly Effect,Travis Scott,ASTROWORLD,2018-08-02,65,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Type Shit,Future,WE DON'T TRUST YOU,2024-03-22,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Sahiba,Jasleen Royal,Sahiba,2024-11-15,81,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Mere Mehboob (From ""Vicky Vidya Ka Woh Wala Video"")",Sachin-Jigar,"Mere Mehboob (From ""Vicky Vidya Ka Woh Wala Video"")",2024-09-23,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Khoobsurat (From ""Stree 2"")",Sachin-Jigar,"Khoobsurat (From ""Stree 2"")",2024-08-09,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Suniyan Suniyan,Juss,Suniyan Suniyan,2024-04-12,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Aayi Nai (From ""Stree 2"")",Sachin-Jigar,"Aayi Nai (From ""Stree 2"")",2024-08-01,73,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",Mohammad Faiz,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",2024-05-14,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Soni Soni (From ""Ishq Vishk Rebound"")",Darshan Raval,"Soni Soni (From ""Ishq Vishk Rebound"")",2024-05-24,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-18,68,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Dil Jhoom (From ""Crakk - Jeetegaa Toh Jiyegaa"")",Tanishk Bagchi,"Dil Jhoom (From ""Crakk - Jeetegaa Toh Jiyegaa"")",2024-01-15,56,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-06-28,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Sooseki (From ""Pushpa 2 The Rule"") [Telugu]",Shreya Ghoshal,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",2024-05-29,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Radio,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Phoolon Ka Taaro Ka,Vedang Raina,Jigra,2024-10-15,43,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Jigra Title Track,Vedang Raina,Jigra,2024-10-15,45,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
I Can'T Fucking Sing,The Weeknd,Hurry Up Tomorrow,2025-01-31,27,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Until We'Re Skin & Bones,The Weeknd,Hurry Up Tomorrow,2025-01-31,32,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Baptized In Fear,The Weeknd,Hurry Up Tomorrow,2025-01-31,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Opening Night,The Weeknd,Hurry Up Tomorrow,2025-01-31,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Reflections Laughing (Feat. Travis Scott, Florence + The Machine)",The Weeknd,Hurry Up Tomorrow,2025-01-31,81,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Enjoy The Show (Feat. Future),The Weeknd,Hurry Up Tomorrow,2025-01-31,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Given Up On Me,The Weeknd,Hurry Up Tomorrow,2025-01-31,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
I Can'T Wait To Get There,The Weeknd,Hurry Up Tomorrow,2025-01-31,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Timeless (Feat Playboi Carti),The Weeknd,Hurry Up Tomorrow,2025-01-31,92,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Niagara Falls,The Weeknd,Hurry Up Tomorrow,2025-01-31,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Take Me Back To La,The Weeknd,Hurry Up Tomorrow,2025-01-31,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Big Sleep (Feat. Giorgio Moroder),The Weeknd,Hurry Up Tomorrow,2025-01-31,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Give Me Mercy,The Weeknd,Hurry Up Tomorrow,2025-01-31,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Drive,The Weeknd,Hurry Up Tomorrow,2025-01-31,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
The Abyss (Feat. Lana Del Rey),The Weeknd,Hurry Up Tomorrow,2025-01-31,81,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Red Terror,The Weeknd,Hurry Up Tomorrow,2025-01-31,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Without A Warning,The Weeknd,Hurry Up Tomorrow,2025-01-31,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
No Idea,Don Toliver,Heaven Or Hell,2020-03-13,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Lemonade (Feat. Nav),Internet Money,B4 The Storm,2020-08-28,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Come And Get Your Love - Single Version,Redbone,Come and Get Your Love,1973-11-01,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Do I Wanna Know?,Arctic Monkeys,AM,2013-09-09,87,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Aadat Se Majboor,Salim–Sulaiman,Ladies vs Ricky Bahl,2011-11-09,61,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Iktara,Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],2009,65,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Ilahi,Pritam,Yeh Jawaani Hai Deewani,2013-03-30,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Jhak Maar Ke,Pritam,Desi Boyz,2011-10-21,61,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Subha Hone Na De,Pritam,Desi Boyz,2011-10-21,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
"Ishq Mein - From ""Nadaaniyan""",Sachin-Jigar,Nadaaniyan (Original Motion Picture Soundtrack),2025-03-03,57,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Nadaaniyan (Title Song),Sachin-Jigar,Nadaaniyan (Original Motion Picture Soundtrack),2025-03-03,53,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:34:44
Cry For Me,The Weeknd,Hurry Up Tomorrow,2025-01-31,89,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Dtmf,Bad Bunny,DeBÍ TiRAR MáS FOToS,2025-01-05,97,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Messy,Lola Young,Messy,2024-05-30,91,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Birds Of A Feather,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,98,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Tell Me,Karan Aujla,Tell Me,2025-02-27,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
That’S So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,96,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Who,Jimin,MUSE,2024-07-19,89,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Breathe,Olly Alexander (Years & Years),Take Shelter,2014-01-01,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,94,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Dancing In The Flames,The Weeknd,Dancing In The Flames,2024-09-13,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
It'S Ok I'M Ok,Tate Mcrae,It's ok I'm ok,2024-09-12,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Days Before Rodeo: The Prayer,Travis Scott,DAYS BEFORE RODEO,2014-08-18,61,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Guess Featuring Billie Eilish,Charli Xcx,Guess featuring Billie Eilish,2024-08-01,56,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Why Why Why,Shawn Mendes,Shawn,2024-08-08,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Lifetimes,Katy Perry,LIFETIMES,2024-08-08,61,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Houdini,Eminem,The Death of Slim Shady (Coup De Grâce),2024-07-12,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
360,Charli Xcx,BRAT,2024-06-07,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Slow It Down,Benson Boone,Fireworks & Rollerblades,2024-04-05,87,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Not Like Us,Kendrick Lamar,Not Like Us,2024-05-04,96,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Fortnight (Feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,84,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Illusion,Dua Lipa,Illusion,2024-04-11,24,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Million Dollar Baby,Tommy Richman,MILLION DOLLAR BABY,2024-04-26,17,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Lunch,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,86,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Okloser,Doja Cat,Scarlet 2 CLAUDE,2024-04-05,59,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
End Of Beginning,Djo,DECIDE,2022-09-16,89,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,90,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Acquainted,The Weeknd,The Highlights (Deluxe),2024-02-09,41,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Rich Baby Daddy (Feat. Sexyy Red & Sza),Drake,For All The Dogs,2023-10-06,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
"One Of The Girls (With Jennie, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,92,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Too Much,The Kid Laroi,TOO MUCH,2023-10-19,64,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
7 Rings,Ariana Grande,"thank u, next",2019-02-08,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
You & Me,Jennie,JENNIE Special Single [You & Me],2023-10-06,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Seven (Feat. Latto),Jung Kook,Seven (feat. Latto),2023-07-14,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Water,Tyla,Water,2023-07-28,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
"Calling (Spider-Man: Across The Spider-Verse) (Metro Boomin & Swae Lee, Nav, Feat. A Boogie Wit Da Hoodie)",Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),2023-05-25,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Baby Don'T Hurt Me,David Guetta,Baby Don't Hurt Me,2023-04-06,80,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Reminder,The Weeknd,Starboy,2016-11-25,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
K-Pop,Travis Scott,K-POP,2023-07-21,70,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
All The Stars (With Sza),Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09,95,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Single Soon,Selena Gomez,Single Soon,2023-08-25,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Don'T Start Now,Dua Lipa,Future Nostalgia,2020-03-27,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Blinding Lights,The Weeknd,After Hours,2020-03-20,88,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Lovely (With Khalid),Billie Eilish,lovely (with Khalid),2018-04-19,87,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Die For You,The Weeknd,Starboy,2016-11-24,86,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Save Your Tears,The Weeknd,After Hours,2020-03-20,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Shape Of You,Ed Sheeran,÷ (Deluxe),2017-03-03,88,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Unforgettable,French Montana,Jungle Rules,2017-07-14,86,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Creepin' (With The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,2022-12-02,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Such A Whore (Stellular Remix),Jvla,Such a Whore (Stellular Remix),2020-06-03,65,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Issues - Alan Walker Remix,Julia Michaels,Issues (Alan Walker Remix),2017-05-05,59,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Fed Up,Ghostemane,ANTI-ICON,2020-10-21,66,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Copines Slowed - Remix,Eduardo Luzquiños,Copines Slowed (Remix),2021-01-26,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Goosebumps,Travis Scott,Birds In The Trap Sing McKnight,2016-09-16,86,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
No Lie,Sean Paul,Mad Love The Prequel,2018-06-29,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Diamonds,Rihanna,Unapologetic (Deluxe),2012-12-10,57,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Dusk Till Dawn (Feat. Sia) - Radio Edit,Zayn,Icarus Falls,2018-12-14,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Attention,Charlie Puth,Voicenotes,2018-05-11,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Wolves,Selena Gomez,Wolves,2017-10-25,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Sunflower - Spider-Man: Into The Spider-Verse,Post Malone,Hollywood's Bleeding,2019-09-06,82,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
On & On,Cartoon,On & On,2015-07-09,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Dusk Till Dawn (Feat. Sia) - Brooks Remix,Zayn,Dusk Till Dawn (The Remixes) (feat. Sia),2017-09-29,47,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
In The End - Mellen Gi Remix,Tommee Profitt,In The End,2019-03-22,68,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Starboy,The Weeknd,Starboy,2016-11-25,89,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Cold Heart - Pnau Remix,Elton John,The Lockdown Sessions,2021-10-22,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
"Alone, Pt. Ii",Alan Walker,World Of Walker,2021-11-26,71,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Habibi - Albanian Remix,Ricky Rich,Habibi (Albanian Remix),2021-11-19,69,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Let Me Down Slowly,Alec Benjamin,Narrated For You,2018-11-16,83,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Falling,Trevor Daniel,Nicotine,2020-03-26,76,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Into Your Arms,Felax,Black Rose,2022-07-01,0,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Headlights (Feat. Kiddo),Alok,Headlights (feat. KIDDO),2022-02-18,67,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Right Now (Na Na Na),Akon,Freedom,2008-01-01,2,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),2019-06-19,79,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,88,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Love The Way You Lie,Eminem,Recovery,2010-06-18,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),2015-11-06,78,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Love Yourself,Justin Bieber,Purpose (Deluxe),2015-11-13,85,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Idgaf (Feat. Yeat),Drake,For All The Dogs,2023-10-06,77,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Wildest Dreams,Taylor Swift,1989,2014-01-01,74,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Timeless (Feat. Playboi Carti),The Weeknd,Timeless,2024-09-27,86,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
What I Am,Zayn,What I Am,2024-03-15,50,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:05
Run It Up,Hanumankind,Run It Up,2025-03-06,75,0,N/A,SPOTIFY,SPOTIFY,2025-03-24 17:35:37
